Question	A	B	C	D	Réponse correcte
"Question : Selon le texte, quels éléments nécessitent une attention continue et une collaboration ?
A. Les persistances
B. Les industries, les pays et les secteurs
C. Les différences
D. Les tendances"	B
"Question : Quel est l'objet principal du rapport mentionné dans le texte ?

A. Prédire les défis de l'année 2024
B. Mettre en lumière des découvertes importantes
C. Guider les prises de décision pour l'avenir
D. Mener des recherches sur les défis à venir"	B
"Question : Quelle est la préoccupation évoquée dans le texte ?
    A. L'injustice sociale liée à Internet
    B. L'influence des nouvelles technologies
    C. L'avenir de l'innovation technologique
    D. L'impact de la robotisation sur l'emploi"	A
"Question : Quel aspect est essentiel pour la cyber-résilience ?
A. Pensée isolée
B. Pensée stratégique
C. Actions éparses
D. Engagement faible"	B
"Question : Quelle est l'invitation du rapport aux dirigeants ?
A. À reconnaître les obstacles
B. À embrasser activement les opportunités
C. À ignorer les défis
D. À rester passifs face aux opportunités"	B
"**Question :**

Quelle est l'idée principale véhiculée par le texte ?

A. L'importance des individus pour le changement
B. La nécessité de la collaboration et de l'innovation
C. Le rôle des dirigeants dans la promotion du changement
D. La difficulté de mettre en œuvre des changements positifs

**"	** B
"Question : Quel est l'objectif poursuivi par Jeremy Jurgens ?
A. Promouvoir la collaboration internationale
B. Améliorer la sécurité et la résilience
C. Accroître la confiance dans le numérique
D. Réduire les risques cybernétiques"	B
"Question : Qui est le responsable mondial chez Accenture Securi ?

A. Paolo Dal Cin
B. Global Lead
C. Accenture Securi
D. Managing Director"	B
"Quelle est l'année de publication du document ""Global Cybersecurity Outlook"" ?
A. 2023
B. 2024
C. 2025
D. Non spécifié"	B
"**Question :**

Quel thème mondial était particulièrement marqué en 2023 selon le texte ?

**A. Paix et entente internationale**
**B. Polarisation géopolitique**
**C. Stabilité économique**
**D. Progrès technologique**

**"	B**
"Question : Quel sentiment est exprimé dans le texte concernant l'avenir des technologies ?

A. Scepticisme
B. Indifférence
C. Optimisme
D. Peur"	A
"Question : Quelle est l'économie qui a connu une croissance exponentielle ?
A. L'économie mondiale
B. L'économie de la cybersécurité
C. L'économie de l'industrie technologique
D. L'économie des services financiers"	B
"Question : Selon le texte, qu'a surpassé la croissance de l'économie mondiale ?
A. La croissance du secteur technologique
B. La croissance de l'économie américaine
C. La croissance de l'économie européenne
D. La croissance de l'économie chinoise"	A
"Question : Quel texte manquant s'intègre correctement dans le texte donné ?
A. nt industries and those less prepared
B. for growth has created a significant gap
C. nt economic sectors has resulted in varying levels of growth
D. in the field of cybersecurity remains a pressing issue"	A
"Question : Quel terme est utilisé pour décrire la différence croissante entre les organisations qui réussissent en matière de cybersécurité et celles qui ont des difficultés ?
A. Cyberdisparité
B. Cybersegmentation
C. Cyberstratification
D. Cyberpolarisation"	A
"Question : Quel facteur contribue à exacerber les menaces ?
A. Contours du paysage des menaces
B. Réglementation de l'industrie
C. Tendances macroéconomiques
D. Tous les choix précédents"	D
"Question : Quel est un obstacle clair à l'adoption précoce des technologies révolutionnaires par certaines organisations ?

A. Manque de financement
B. Absence de stratégie
C. Manque de ressources humaines
D. Résistance au changement"	D
"Question : Quel est un facteur qui contribue aux défis de l'accès aux services cybernétiques innovants ?
A. Le coût croissant de l'accès
B. Le manque de compétences techniques
C. Le faible niveau de demande
D. Les restrictions réglementaires"	A
"Question : Quelle est l'expression qui manque pour compléter la phrase ?
A. Prête
B. Apte
C. Enclin
D. Capable"	A
"Question : Quel est le thème principal du texte ?
A. Les transitions multiples
B. La disparition accélérée
C. Les facteurs omniprésents
D. L'accélération des transitions"	A
"Question : Quel critère est utilisé pour définir le ""milieu"" des organisations en matière de cybersécurité ?

A. Conformité aux normes minimales
B. Investissement dans des technologies avancées
C. Nombre de cyberattaques subies
D. Taille de l'organisation"	A
"Question : Quelle est l'une des particularités indiquées par le texte ?

A. Une division nette dans les organisations
B. Des progrès évidents dans des domaines spécifiques
C. Une absence de résilience dans certains aspects
D. Une stagnation dans les organisations"	B
"Question : Quel est le thème principal du texte ?
A. Les menaces de cybersécurité
B. Les améliorations des capacités de cybersécurité
C. L'optimisme dans le domaine de la cybersécurité
D. Les défis de la cybersécurité"	C
"Question : Quelle étude a examiné la relation entre les cadres de la cybersécurité et les cadres d'entreprise ?
A. Une étude de l'OCDE
B. Une étude du WEF
C. Une étude de l'Institut Ponemon
D. Une étude de McAfee"	B
"Question : Quelle publication fournit des informations sur les tendances clés en matière de cybersécurité ?
A. The Global Cybersecurity Outlook
B. The Key Cyber Trends
C. Executives will need to nav
D. This year's"	A
"Question : Dans le texte, quel terme est utilisé pour décrire la différence croissante entre les organisations en matière de cyber-résilience ?

A. Cyber-équité
B. Cyber-inéquité
C. Cyber-disparité
D. Cyber-écart"	B
"Question : Quel est le sujet du texte ?
A. Les organisations qui maintiennent un niveau minimum de personnes
B. Les organisations qui n'ont pas de personnes
C. La population d'organisations
D. Le maintien d'un niveau minimum de personnes"	C
"Question : Quel type d'entreprise est le plus touché par la perte de cyber résilience ?
A. Grandes entreprises
B. Entreprises de taille moyenne
C. Petites et moyennes entreprises
D. Start-ups"	C
"Question : Quel terme est manquant dans le texte ?
A. La grande
B. La majorité
C. Les minorités
D. Les forêts"	B
"Question : Quel est le pourcentage de baisse dans le nombre d'organisations qui maintiennent une cyber résilience minimale viable ?
A. 10%
B. 30%
C. 50%
D. 70%"	B
"Question : Qu'ont constaté les organisations concernant la cyber résilience ?
A. Une augmentation significative chez les PME
B. Une baisse importante chez les grandes entreprises
C. Des gains remarquables dans les grandes entreprises
D. Une stagnation chez toutes les tailles d'entreprises"	C
"Question : Que déclarent plus de deux fois plus de PME que les grandes organisations ?
A. Avoir le double de cyberrésilience
B. Avoir moins de cyberrésilience
C. Être à égalité en termes de cyberrésilience
D. Ne pas avoir de cyberrésilience"	B
"**Question :**

Selon le texte, quel pourcentage d'exécutifs interrogés estiment que leur organisation peut satisfaire à ses exigences opérationnelles essentielles ?

A. 10%
B. 20%
C. 90%
D. 120%
**"	C**
"**Question :**

Quelle mesure est nécessaire selon le Forum économique mondial en matière de cybersécurité ?

**Choix :**

A. Ignorer les menaces
B. Réduire les investissements
C. Prendre des actions urgentes
D. Attendre que des catastrophes se produisent

**"	** C
"Question : Parmi les défis aggravés par les technologies émergentes, lequel est mentionné dans le texte ?
A. Réchauffement climatique
B. Inégalités dans l'accès à Internet
C. Crise économique
D. Surpopulation"	B
"Question : Quel est l'impact prévisible de la cyber-résilience sur les entreprises ?

A. Elle réduit l'écart entre les plus performantes et les moins performantes.
B. Elle réduit les risques de cyberattaques pour toutes les entreprises.
C. Elle accentue l'écart entre les plus performantes et les moins performantes.
D. Elle élimine les risques de cyberattaques pour toutes les entreprises."	C
"Question : Quel type d'organisation est considéré comme capable dans le texte ?
A. Les organisations qui adoptent les nouvelles technologies
B. Les organisations qui utilisent des technologies génératives
C. Les organisations qui sont capables d'adaptation
D. Les organisations qui sont en compétition"	C
"Quelle est la première étape pour comprendre l'intelligence artificielle (IA) ?
A. Avoir une compréhension approfondie des technologies sous-jacentes
B. Avoir une compréhension de base des horizons temporels impliqués
C. Avoir une compréhension des applications potentielles de l'IA
D. Avoir une compréhension des défis éthiques liés à l'IA"	B
"Question : Combien de personnes sur 10 interrogées ont réalisé les implications de ces technologies sur leur cyber-résilience ?
A. 1
B. 2
C. 3
D. 9"	A
"Question : Selon les correspondants, dans les deux prochaines années, l'IA générative donnera l'avantage à :
A. Attaquants
B. Défenseurs
C. Neutres
D. Développeurs d'IA"	B
"Question : Quelle proportion d'exécutifs reconnaissent les progrès des capacités adverses ?
A. Un quart
B. Un tiers
C. La moitié
D. Les deux tiers"	C
"Question : Quelle est la menace la plus préoccupante pour la cybersécurité parmi les impacts de l'IA générative ?
A. Spam
B. Malware
C. Deepfakes
D. Phishing"	C
"Question : Quelle est l'une des préoccupations exprimées dans le texte ?
A. Le chômage augmente rapidement
B. Le déficit de compétences et de talents s'aggrave
C. Les grandes entreprises souffrent d'une pénurie de main-d'œuvre
D. Les organisations les plus modestes sont les plus touchées"	B
"Question : Quelle est la proportion d'organisations qui ne sont pas sûres ou déclarent ne pas avoir les compétences requises ?
A. Moins de 25 %
B. Entre 25 et 50 %
C. Entre 50 et 75 %
D. Plus de 75 %"	A
"Question : Quel pourcentage d'organisations est optimiste quant à l'atteinte de ses objectifs en matière de cybersécurité ?
A. 15%
B. 85%
C. 50%
D. 90%"	A
"Question : Quel pourcentage d'organisations publiques estiment que les compétences et l'éducation s'amélioreront significativement dans les deux prochaines années ?
A. 52%
B. -52%
C. 50%
D. 48%"	B
"**Question :** Quel est le principal défi rencontré dans la conception de programmes de cybersécurité ?

**Choix :**
A. Manque de financement
B. Manque de soutien gouvernemental
C. Manque de ressources et de compétences
D. Manque de technologie

**"	** C
"Question : Quelle est l'une des préoccupations soulignées dans le texte ?
A. L'évolution rapide du paysage technologique
B. L'iniquité croissante en matière de cyberespace
C. La nécessité d'une résilience accrue
D. L'importance de l'éducation en matière de cybersécurité"	B
"Question : Quelle est la priorité identifiée dans le ""Global Cybersecurity Outlook 2024"" ?

A. Renforcement des mesures de cybersécurité
B. Coopération accrue public-privé
C. Innovation technologique
D. Accroissement des investissements en cybersécurité"	B
"Question : Quelle est la tendance observée dans le monde des affaires ?
A. La baisse des cyberattaques
B. L'augmentation du nombre de cyberattaques
C. La diminution des investissements dans la cybersécurité
D. L'abandon des pratiques commerciales traditionnelles"	B
"Question : Quel pourcentage des organisations continuent d'investir et d'être informées sur les fondamentaux de sécurité essentiels ?
A. 29 %
B. 71 %
C. 100 %
D. Inconnu"	A
"Question : Quel pourcentage d'organisations ont déclaré avoir été affectées par un incident cybernétique au cours des 12 derniers mois ?
A. Pas assez d'informations fournies dans le texte
B. Moins de 50 %
C. Entre 50 et 75 %
D. Plus de 75 %"	A
"Question : Quel est l'obstacle principal à la cyber-résilience selon les plus grandes organisations ?
A. Le manque d'experts en cybersécurité
B. L'absence de conformité aux réglementations
C. La transformation des systèmes hérités
D. L'augmentation des cybermenaces"	C
"Question : Quel facteur est lié à la cyber-résilience ?
A. La technologie héritée
B. L'engagement du PDG
C. Les processus hérités
D. La technologie moderne"	B
"**Question :**

Quel pourcentage de répondants considèrent leurs organisations comme des leaders et des innovateurs ?

A. 92 %
B. 93 %
C. 94 %
D. 95 %

**"	B**
"Question : Quel pourcentage de PDG font confiance à leur PDG pour parler en externe des risques cybernétiques de leur entreprise ?
A. 20%
B. 30%
C. 40%
D. 50%"	A
"Question : Quel est l'impact croissant des risques sur les écosystèmes pour les organisations ?
A. Ils deviennent de plus en plus négligeables
B. Ils deviennent plus complexes à gérer
C. Ils n'ont aucun impact sur les organisations
D. Ils sont inexistants"	B
"Quelle est la phrase qui résume le mieux le texte ?
A. Les chiens sont un atout pour les humains.
B. La technologie est essentielle à la sécurité et à la fiabilité.
C. Les chiens entravent la sécurité et la fiabilité.
D. La technologie peut être à la fois un avantage et un obstacle."	D
"Quelle proportion d'organisations ayant subi un incident matériel au cours des 12 derniers mois a déclaré cela ?

A. 41 %
B. -41 %
C. 59 %
D. 100 %"	B
"Question : Quel pourcentage d'organisations a une compréhension insuffisante de la cybersécurité ?
A. 46 %
B. 54 %
C. 60 %
D. 70 %"	B
"Question : Quel pourcentage d'exécutifs pense que leur organisation présente des failles de sécurité dans sa chaîne d'approvisionnement ?
A. 36 %
B. 64 %
C. 72 %
D. 80 %"	B
"**Question :**

Selon le texte, quelle est la situation d'une entreprise dont la cyber-résilience répond aux exigences minimales de fonctionnement ?

A. Ses mesures de cyber-sécurité sont entièrement efficaces.
B. Elle est toujours inadéquatement protégée.
C. Elle est légèrement vulnérable, mais peut encore opérer.
D. Elle doit immédiatement mettre à niveau ses défenses.

**"	B**
"**Question :**
Quelle affirmation est correcte selon le texte ?

**A.** Plus de la moitié des cadres reconnaissent les cybervulnérabilités de leur chaîne d'approvisionnement.
**B.** Moins de 40 % des cadres sont conscients des cybermenaces pesant sur leur chaîne d'approvisionnement.
**C.** Les cadres ne sont pas d'accord sur la nécessité de protéger leur chaîne d'approvisionnement contre les cyberattaques.
**D.** Le texte ne mentionne pas l'accord des cadres sur les cybervulnérabilités de la chaîne d'approvisionnement.

**"	A**
"Question : Selon le Global Cybersecurity Outlook 2024, quel pourcentage représente les attaques par ingénierie sociale ?
A. 5 %
B. 15 %
C. 55,9 %
D. 75 %"	C
"**Question :**

Selon le texte, quel pourcentage de victoires sera remporté par les attaquants dans les deux prochaines années ?

A. 8,9 %
B. 35,1 %
C. 50 %
D. 70 %

**"	** B
"**Question :**

Quel aspect vous inquiète le plus dans le domaine de la cybercriminalité ?

A. L'avantage global des cybercriminels
B. L'avantage global des défenseurs
C. Les menaces en elles-mêmes
D. La difficulté de se protéger

**"	** A
"Question : Quelle est la variation anticipée de l'impact de l'IA générative sur le risque cybernétique en 2024 par rapport à 2022 ?
A. Diminution de 14%
B. Augmentation de 30%
C. Augmentation de 28%
D. Aucun changement"	C
"Question : Parmi les éléments suivants, lequel n'est PAS une capacité d'adversaire mentionnée dans le texte ?
A. Hameçonnage
B. Développement de logiciels malveillants
C. Intelligence artificielle
D. Deepfakes"	C
"Question : Quelle conséquence de l'IA générative est mentionnée dans le texte ?
A. Augmentation de la productivité
B. Fuites de données
C. Amélioration de l'expérience client
D. Automatisation des tâches"	B
"**Question :**

Quel élément de la gouvernance de la sécurité n'est pas mentionné dans le texte ?

A. Sécurité technique des systèmes d'IA
B. Sécurité de la chaîne d'approvisionnement du logiciel
C. Conformité réglementaire
D. Sécurité des données

**"	C**
"Question : Quelle est une préoccupation légale mentionnée dans le texte ?
A. Risque de développement de code
B. Propriété intellectuelle
C. Responsabilité
D. Portes dérobées potentielles"	B
"Question : Quelle est la proportion de leaders du cyberespace qui ont assisté à l'assemblée annuelle sur la cybersécurité ?
A. 20 %
B. 46 %
C. 90 %
D. 66 %"	C
"Question : Quel pourcentage de cyberinéquité nécessite une action urgente ?
A. 70 %
B. 80 %
C. 90 %
D. 100 %"	C
"Question : Quelle est la conséquence de la cyber-inégalité entre les organisations ?
A. Elle crée une augmentation de la productivité
B. Elle élargit les possibilités d'investissement
C. Elle creuse le fossé entre les organisations cyber-résilientes et non cyber-résilientes
D. Elle réduit les risques liés à la cybersécurité"	C
"Question : Parmi les éléments suivants, lequel n'est PAS mentionné dans le texte comme un facteur pouvant aggraver la cyber-résilience ?

A. Les technologies émergentes
B. Les failles de sécurité persistantes
C. Les stratégies de réponse aux incidents
D. Les attaques sophistiquées"	C
"Question : Quel pourcentage des challenges liés à la cyber résilience sont liés aux entreprises à faibles revenus en 2022 ?
A. 20 %
B. 30 %
C. 40 %
D. 50 %"	B
"Question :  Parmi les affirmations suivantes, laquelle est correcte ?
A. Plus d'organisations gagnent en résilience que n'en perdent.
B. Moins d'organisations à revenus élevés mûrissent.
C. Plus d'organisations perdent en résilience que n'en gagnent.
D. Moins d'organisations à faibles revenus mûrissent."	C
"Question : Quel pourcentage des entreprises pensent que le budget alloué à la cybersécurité est adéquat ?
A. 15%
B. 29%
C. 37%
D. 51%"	B
"Question : Quel pourcentage de dirigeants d'organisations excellant en cybersécurité ont répondu à l'enquête ?
A. 93 %
B. 7 %
C. 24 %
D. 50 %"	A
"Quelle est la proportion de PDG en qui les entreprises faisant confiance à la cyber-résilience ont confiance pour parler en externe de leur risque cybernétique ?

A. 7%
B. 93%
C. 97%
D. 100%"	B
"Question : Quelle est la conséquence de la pénurie de talents ?

A. La réglementation en matière de cybersécurité est perçue comme inefficace.
B. L'écart entre l'offre et la demande de travailleurs qualifiés se creuse rapidement.
C. Les entreprises ont du mal à recruter des employés qualifiés.
D. Les salariés sont moins motivés et moins productifs."	B
"**Question :** Quelle est la croyance du texte sur l'efficacité des réglementations en matière de cybercriminalité et de vie privée ?

**A.** Elles sont très efficaces.
**B.** Elles sont quelque peu efficaces.
**C.** Elles sont inefficaces.
**D.** Elles sont contre-productives.

**"	** B
"Question : Quelle est la plus grande menace pour une organisation ?
A. Ses employés
B. Ses partenaires
C. Ses systèmes informatiques
D. Son environnement économique"	B
"Question : Quel est le principal obstacle à un avenir numérique sûr, résilient et fiable ?
A. Manque de compréhension
B. Mauvaise infrastructure
C. Absence de visibilité
D. Attaques malveillantes"	C
"**Question :** Dans quelle mesure les compétences de votre organisation permettent-elles de gérer le risque lié aux tiers ?

**Choix :**
A. 20 %
B. 40 %
C. 60,4 %
D. 18,8 %

**"	** C
"Question : Quel type de difficulté est le plus important pour répondre à une cyberattaque ?
A. Manque de ressources
B. Manque de compétences
C. Manque de temps
D. Manque de motivation"	B
"**Question :**
Selon le texte, quel pourcentage de cyberattaques sont dirigées contre les entreprises en 2023 ?

**Choix :**
A. 40%
B. 50%
C. 60%
D. 70%

**"	** B
"Question : Quel pourcentage d'organisations à faibles revenus ont de la visibilité ?
A. 0%
B. 49,2 %
C. 82,1 %
D. 94,7 %"	A
"Question : Quel groupe d'organisations est le plus susceptible d'être d'accord avec l'énoncé « S'appuyer sur des données rend leur organisation plus efficace » ?

A. Organisations publiques
B. Organisations à revenus moyens
C. Organisations à faibles revenus
D. Aucune de ces réponses"	A
"**Question :**

Dans quelle fourchette de pourcentage se situe le niveau de cyber-résilience des organisations à revenus élevés ?

A. 0-10%
B. 22-35%
C. 38-50%
D. 50-60%

**"	** B
"Question : Quel est le niveau de cyber-résilience actuel ?
A. Insuffisant
B. Minimum requis
C. Dépasse les exigences
D. Non renseigné"	A
"**Question :**

Quel est le pourcentage de réponses affirmatives pour la question ""Les cyberattaques ont-elles eu un impact significatif sur votre organisation au cours des 12 derniers mois ?""

**Choix :**

A. 22%
B. 29%
C. 36%
D. 39,2%

**"	** D
"Quelle est la solution nécessaire pour résoudre l'inégalité dans les capacités de cyber-résilience ?
A. Une solution ponctuelle
B. Une solution systémique
C. Une solution temporaire
D. Une solution individuelle"	B
"**Question :**
En 2023, l'économie mondiale a connu une croissance de quel pourcentage par rapport à l'année précédente ?

A. 50 %
B. 100 %
C. 200 %
D. 400 %

**"	** D
"Question :
Parmi les informations suivantes, laquelle est mentionnée dans le texte ?
A. L'investissement dans la cyber-résilience est en baisse
B. L'innovation dans le domaine de la cyber-résilience est faible
C. L'investissement dans la cyber-résilience est en hausse
D. La croissance dans le domaine de la cyber-résilience est lente"	C
"Question : Qu'est-ce qui bénéficie généralement le plus des nouvelles technologies ?
A. Les petites économies
B. Les économies moyennes
C. Les grandes économies
D. Les économies en développement"	C
"Question : Quel défi continuent de relever les pays développés ?
A. Le progrès technologique
B. L'inégalité socio-économique
C. La pollution environnementale
D. Les conflits internationaux"	B
"Question : Quel est l'impact de la croissance technologique selon le texte ?
A. Négatif uniquement
B. Positif uniquement
C. Négatif et positif
D. Neutre"	C
"Question : Quelle est l'année mentionnée dans le texte ?
A. 2023
B. 2024
C. 2025
D. 2026"	B
"Question : Quelle expression est utilisée dans le texte pour décrire les organisations qui maintiennent un niveau minimal de sécurité informatique ?

A. Résistance cybernétique optimale
B. Résilience cybernétique minimale
C. Sécurité cybernétique de base
D. Défense cybernétique proactive"	B
"Question : Quelle tendance émerge selon le texte ?

A. Les organisations de taille moyenne disparaissent.
B. Les organisations de grande taille se multiplient.
C. Les organisations de petite taille dominent le marché.
D. Le nombre total d'organisations reste constant."	A
"**Question :**

Quel pourcentage de cyberattaques sur les grandes organisations a diminué depuis 2022 ?

A. 15 %
B. 31 %
C. 52 %
D. 64 %

**"	** B
"Question : Quel est le sujet du texte ?
A. Les organisations vulnérables aux cyberattaques
B. L'écart croissant entre les organisations cyber-résilientes et les autres
C. L'importance de la cyber-résilience pour la survie des organisations
D. Les défis rencontrés par les organisations face aux cyberattaques"	B
"Question : Quel est l'impact du manque de collaboration entre les organisations ?

A. Les organisations ne sont pas en mesure d'offrir des produits ou services innovants.
B. Les organisations ont du mal à rivaliser avec d'autres entreprises du même secteur.
C. Les organisations sont incapables de s'adapter rapidement aux changements du marché.
D. Les organisations n'arrivent pas à satisfaire les besoins de leurs clients."	C
"Question : Selon le texte, quelles sont les conséquences potentielles d'un retard dans l'adaptation à la courbe ?
A. Augmenter l'écart et menacer l'intégrité de l'écosystème
B. Améliorer les chances de survie des espèces
C. Stabiliser l'équilibre écologique
D. Réduire la pression sur les ressources naturelles"	A
"Quelle statistique illustre le déséquilibre croissant ?

A. Le nombre d'organisations
B. La taille des plus petites organisations
C. Le nombre d'organisations de taille moyenne
D. Le nombre d'organisations de grande taille"	B
"Question : Quelle proportion d'entités affirment ne pas disposer de la cyber-résilience nécessaire ?

A. Moins de la moitié
B. Plus de la moitié
C. Le double
D. Plus du triple"	B
"Question : Quelle expression termine le texte ?
A. et leurs
B. et leur
C. et ces
D. et ses"	A
"Question : Quelle est la différence de confiance en matière de cybersécurité entre les organisations à but lucratif les plus importantes et les plus petites ?
A. 22 %
B. 78 %
C. 50 %
D. 10 %"	A
"Question : La phrase ""ilience exceeds their operational needs"" fait référence à quel type d'organisations ?

A. Les plus grandes en termes de revenus
B. Les plus petites en termes de revenus
C. Celles dont la résilience dépasse leurs besoins opérationnels
D. Celles dont la résilience est insuffisante par rapport à leurs besoins opérationnels"	C
"Question : Quel terme signifie ''trois fois plus susceptible de manquer de compétences numériques'' ?
A. bling
B. cyber-resilience
C. ob
D. lack"	D
"Question : Quel est le principal sujet abordé dans le texte ?
A. La cybersécurité
B. Les technologies émergentes
C. L'impact des réseaux sociaux
D. La mondialisation économique"	A
"Question : Quel est un aspect fondamental de la cyber-résilience ?
A. Connaissance de l'écosystème
B. Détection des menaces
C. Réponse aux incidents
D. Restauration des services"	A
"**Question :**

En matière d'évaluation des risques, qu'incluent les grandes organisations ?

A. Évaluations des risques des fournisseurs
B. Évaluations des risques des infrastructures
C. Évaluations des risques du personnel
D. Évaluations des risques technologiques

**"	A**
"**Question :**

Quelle est la tendance décrite dans le texte concernant la résilience aux cyberattaques ?

A. Une augmentation des cyberattaques
B. Une diminution de la résilience aux cyberattaques
C. Une augmentation de la résilience aux cyberattaques
D. Une diminution des cyberattaques

**"	** C
"Question : Selon le texte, quel aspect des organisations devrait être particulièrement inquiétant ?
A. La taille
B. La résilience
C. Le rapport de 2023
D. La sécurité"	B
"Question : Selon la recherche de yScorecard et du Cyentia Institute, quel pourcentage d'organisations entretiennent une relation avec ?
A. 92 %
B. 98 %
C. 89 %
D. 95 %"	B
